division_number,nces_school_num,school_num,school_name,low_grades,high_grades,school_description,grade_standard,city,zip,fall_membership_schools,sch_id,region_name,region_number,division_name
029,510126000480,0630,Garfield Elementary,PK,06,Public school - Regular,Elementary,Springfield,22150,Membership,0290630,Northern Virginia,4,Fairfax County
029,510126000481,1170,Glasgow Middle,06,08,Public school - Regular,Middle,Alexandria,22312,Membership,0291170,Northern Virginia,4,Fairfax County
029,510126000482,0970,Glen Forest Elementary,PK,05,Public school - Regular,Elementary,Falls Church,22041,Membership,0290970,Northern Virginia,4,Fairfax County
029,510126000483,0530,Graham Road Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22042,Membership,0290530,Northern Virginia,4,Fairfax County
029,510126000484,0570,Great Falls Elementary,PK,06,Public school - Regular,Elementary,Great Falls,22066,Membership,0290570,Northern Virginia,4,Fairfax County
029,510126000486,1840,Greenbriar East Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22033,Membership,0291840,Northern Virginia,4,Fairfax County
029,510126000487,1500,Greenbriar West Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22033,Membership,0291500,Northern Virginia,4,Fairfax County
029,510126000488,0330,Groveton Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22306,Membership,0290330,Northern Virginia,4,Fairfax County
029,510126000490,0690,Gunston Elementary,PK,06,Public school - Regular,Elementary,Lorton,22079,Membership,0290690,Northern Virginia,4,Fairfax County
029,510126001093,2210,Halley Elementary,PK,06,Public school - Regular,Elementary,Fairfax Station,22039,Membership,0292210,Northern Virginia,4,Fairfax County
029,510126000491,0750,Haycock Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22043,Membership,0290750,Northern Virginia,4,Fairfax County
029,510126000492,1740,Hayfield Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22315,Membership,0291740,Northern Virginia,4,Fairfax County
029,510126000493,1800,Hayfield Secondary,07,12,Public school - Regular,High,Alexandria,22315,Membership,0291800,Northern Virginia,4,Fairfax County
029,510126000494,1250,Herndon Elementary,PK,06,Public school - Regular,Elementary,Herndon,20170,Membership,0291250,Northern Virginia,4,Fairfax County
029,510126000495,0032,Herndon High,09,12,Public school - Regular,High,Herndon,20170,Membership,0290032,Northern Virginia,4,Fairfax County
029,510126000496,0033,Herndon Middle,07,08,Public school - Regular,Middle,Herndon,20170,Membership,0290033,Northern Virginia,4,Fairfax County
029,510126000499,1330,Hollin Meadows Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22306,Membership,0291330,Northern Virginia,4,Fairfax County
029,510126000500,1521,Holmes Middle,06,08,Public school - Regular,Middle,Alexandria,22312,Membership,0291521,Northern Virginia,4,Fairfax County
029,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0299991,Northern Virginia,4,Fairfax County
029,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0299999,Northern Virginia,4,Fairfax County
029,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0299998,Northern Virginia,4,Fairfax County
029,510126001839,0350,Hughes Middle,07,08,Public school - Regular,Middle,Reston,20191,Membership,0290350,Northern Virginia,4,Fairfax County
029,510126000501,1880,Hunt Valley Elementary,PK,06,Public school - Regular,Elementary,Springfield,22152,Membership,0291880,Northern Virginia,4,Fairfax County
029,510126000502,1950,Hunters Woods Elementary School for the Arts and Sciences,PK,06,Public school - Regular,Elementary,Reston,20191,Membership,0291950,Northern Virginia,4,Fairfax County
029,510126000460,1980,Hutchison Elementary,PK,06,Public school - Regular,Elementary,Herndon,20170,Membership,0291980,Northern Virginia,4,Fairfax County
029,510126000503,1420,Hybla Valley Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22306,Membership,0291420,Northern Virginia,4,Fairfax County
029,510126000572,1015,Interagency Alternative Secondary Center,NA,NA,Public center - Alternative,NA,Herndon,20170,Non-Membership,0291015,Northern Virginia,4,Fairfax County
029,510126000504,1120,Irving Middle,07,08,Public school - Regular,Middle,Springfield,22152,Membership,0291120,Northern Virginia,4,Fairfax County
029,510126002334,2235,Island Creek Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22315,Membership,0292235,Northern Virginia,4,Fairfax County
029,510126000530,0673,Jackson Middle,07,08,Public school - Regular,Middle,Falls Church,22042,Membership,0290673,Northern Virginia,4,Fairfax County
029,510126000518,1110,Johnson Middle,07,08,Public school - Regular,Middle,Fairfax,22030,Membership,0291110,Northern Virginia,4,Fairfax County
029,510126000505,1070,Justice High,09,12,Public school - Regular,High,Falls Church,22044,Membership,0291070,Northern Virginia,4,Fairfax County
029,510126000508,1240,Keene Mill Elementary,PK,06,Public school - Regular,Elementary,Springfield,22152,Membership,0291240,Northern Virginia,4,Fairfax County
029,510126000509,0980,Kent Gardens Elementary,PK,06,Public school - Regular,Elementary,McLean,22101,Membership,0290980,Northern Virginia,4,Fairfax County
029,510126000510,1901,Key Center,PK,12,Public school - Special Education,Other,Springfield,22150,Membership,0291901,Northern Virginia,4,Fairfax County
029,510126000511,1900,Key Middle,07,08,Public school - Regular,Middle,Springfield,22150,Membership,0291900,Northern Virginia,4,Fairfax County
029,510126000512,1761,Kilmer Center,PK,12,Public school - Special Education,Other,Vienna,22182,Membership,0291761,Northern Virginia,4,Fairfax County
029,510126000513,1760,Kilmer Middle,07,08,Public school - Regular,Middle,Vienna,22182,Membership,0291760,Northern Virginia,4,Fairfax County
029,510126001840,1890,Kings Glen Elementary,04,06,Public school - Regular,Middle,Springfield,22151,Membership,0291890,Northern Virginia,4,Fairfax County
029,510126000514,1440,Kings Park Elementary,PK,03,Public school - Regular,Elementary,Springfield,22151,Membership,0291440,Northern Virginia,4,Fairfax County
029,510126000515,1570,Lake Anne Elementary,PK,06,Public school - Regular,Elementary,Reston,20190,Membership,0291570,Northern Virginia,4,Fairfax County
029,510126000516,0090,Lake Braddock Secondary,07,12,Public school - Regular,High,Burke,22015,Membership,0290090,Northern Virginia,4,Fairfax County
029,510126001091,2209,Lane Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22315,Membership,0292209,Northern Virginia,4,Fairfax County
029,510126000517,1460,Langley High,09,12,Public school - Regular,High,McLean,22101,Membership,0291460,Northern Virginia,4,Fairfax County
029,510126002802,2348,Laurel Hill Elementary,PK,06,Public school - Regular,Elementary,Lorton,22079,Membership,0292348,Northern Virginia,4,Fairfax County
029,510126000519,1970,Laurel Ridge Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22032,Membership,0291970,Northern Virginia,4,Fairfax County
029,510126002063,1850,Lees Corner Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22033,Membership,0291850,Northern Virginia,4,Fairfax County
029,510126000522,0770,Lemon Road Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22043,Membership,0290770,Northern Virginia,4,Fairfax County
029,510126000521,1020,Lewis High,09,12,Public school - Regular,High,Springfield,22150,Membership,0291020,Northern Virginia,4,Fairfax County
029,510126002271,2233,Liberty Middle,07,08,Public school - Regular,Middle,Clifton,20124,Membership,0292233,Northern Virginia,4,Fairfax County
029,510126000525,1400,Little Run Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22032,Membership,0291400,Northern Virginia,4,Fairfax County
029,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Fairfax,22030,Membership,0299997,Northern Virginia,4,Fairfax County
029,510126000526,1830,London Towne Elementary,PK,06,Public school - Regular,Elementary,Centreville,20120,Membership,0291830,Northern Virginia,4,Fairfax County
029,510126000527,1150,Longfellow Middle,07,08,Public school - Regular,Middle,Falls Church,22043,Membership,0291150,Northern Virginia,4,Fairfax County
029,510126002335,2236,Lorton Station Elementary,PK,06,Public school - Regular,Elementary,Lorton,22079,Membership,0292236,Northern Virginia,4,Fairfax County
029,510126000531,0890,Lynbrook Elementary,PK,06,Public school - Regular,Elementary,Springfield,22150,Membership,0290890,Northern Virginia,4,Fairfax County
029,510126000532,1060,Madison High,09,12,Public school - Regular,High,Vienna,22181,Membership,0291060,Northern Virginia,4,Fairfax County
029,510126000533,1210,Mantua Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22031,Membership,0291210,Northern Virginia,4,Fairfax County
029,510126002993,2454,Marshall Governor's STEM Academy,NA,NA,Public center - Governor's STEM Academy,NA,Falls Church,22043,Non-Membership,0292454,Northern Virginia,4,Fairfax County
029,510126000535,1290,Marshall High,09,12,Public school - Regular,High,Falls Church,22043,Membership,0291290,Northern Virginia,4,Fairfax County
029,510126002947,2453,Marshall High School Academy,NA,NA,Public center - Career and Technical Ed.,NA,Falls Church,22043,Non-Membership,0292453,Northern Virginia,4,Fairfax County
029,510126000536,1200,Marshall Road Elementary,PK,06,Public school - Regular,Elementary,Vienna,22180,Membership,0291200,Northern Virginia,4,Fairfax County
029,510126002873,2410,Mason Crest Elementary,PK,05,Public school - Regular,Elementary,Annandale,22003,Membership,0292410,Northern Virginia,4,Fairfax County
029,510126000538,0790,McLean High,09,12,Public school - Regular,High,McLean,22101,Membership,0290790,Northern Virginia,4,Fairfax County
029,510126002272,2231,McNair Elementary,PK,02,Public school - Regular,Elementary,Herndon,20171,Membership,0292231,Northern Virginia,4,Fairfax County
029,510126003078,2200,McNair Upper Elementary,03,06,Public school - Regular,Elementary,Herndon,20171,Membership,0292200,Northern Virginia,4,Fairfax County
029,510126000539,1390,Mosaic Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22031,Membership,0291390,Northern Virginia,4,Fairfax County
029,510126000540,0510,Mount Eagle Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22303,Membership,0290510,Northern Virginia,4,Fairfax County
029,510126000542,0420,Mount Vernon High,09,12,Public school - Regular,High,Alexandria,22309,Membership,0290420,Northern Virginia,4,Fairfax County
029,510126000543,1640,Mount Vernon Woods Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22309,Membership,0291640,Northern Virginia,4,Fairfax County
029,510126001099,2211,Mountain View High,09,12,Public school - Alternative,High,Centreville,20121,Membership,0292211,Northern Virginia,4,Fairfax County
029,510126000544,0800,Navy Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22033,Membership,0290800,Northern Virginia,4,Fairfax County
029,510126001993,0470,Newington Forest Elementary,PK,06,Public school - Regular,Elementary,Springfield,22153,Membership,0290470,Northern Virginia,4,Fairfax County
029,510126000546,0930,North Springfield Elementary,PK,05,Public school - Regular,Elementary,Springfield,22151,Membership,0290930,Northern Virginia,4,Fairfax County
029,510126001994,0430,Oak Hill Elementary,PK,06,Public school - Regular,Elementary,Herndon,20171,Membership,0290430,Northern Virginia,4,Fairfax County
029,510126000548,1860,Oak View Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22032,Membership,0291860,Northern Virginia,4,Fairfax County
029,510126000549,0140,Oakton Elementary,PK,06,Public school - Regular,Elementary,Oakton,22124,Membership,0290140,Northern Virginia,4,Fairfax County
029,510126000550,1710,Oakton High,09,12,Public school - Regular,High,Vienna,22181,Membership,0291710,Northern Virginia,4,Fairfax County
029,510126000551,1650,Olde Creek Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22032,Membership,0291650,Northern Virginia,4,Fairfax County
029,510126000552,0150,Orange Hunt Elementary,PK,06,Public school - Regular,Elementary,Springfield,22152,Membership,0290150,Northern Virginia,4,Fairfax County
029,510126000553,1030,Parklawn Elementary,PK,05,Public school - Regular,Elementary,Alexandria,22312,Membership,0291030,Northern Virginia,4,Fairfax County
029,510126002874,2440,Pimmit Early Childhood Resource Center,PK,PK,Public school - Preschool,Prekindergarten,Falls Church,22043,Membership,0292440,Northern Virginia,4,Fairfax County
029,510126000556,0820,Pine Spring Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22042,Membership,0290820,Northern Virginia,4,Fairfax County
029,510126002827,2351,Plum Center For Lifelong Learning,NA,NA,Public center - Alternative,NA,Springfield,22151,Non-Membership,0292351,Northern Virginia,4,Fairfax County
029,510126000557,1130,Poe Middle,06,08,Public school - Regular,Middle,Annandale,22003,Membership,0291130,Northern Virginia,4,Fairfax County
029,510126002182,2080,Poplar Tree Elementary,PK,06,Public school - Regular,Elementary,Chantilly,20151,Membership,0292080,Northern Virginia,4,Fairfax County
029,510126002336,2237,Powell Elementary,PK,06,Public school - Regular,Elementary,Centreville,20120,Membership,0292237,Northern Virginia,4,Fairfax County
029,510126002531,2230,Providence Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22030,Membership,0292230,Northern Virginia,4,Fairfax County
029,510126002033,0901,Pulley Career Center,NA,NA,Public center - Special Education,NA,Alexandria,22307,Non-Membership,0290901,Northern Virginia,4,Fairfax County
029,510126000558,1750,Quander Road School,NA,NA,Public center - Special Education,NA,Alexandria,22307,Non-Membership,0291750,Northern Virginia,4,Fairfax County
029,510126000559,1310,Ravensworth Elementary,PK,06,Public school - Regular,Elementary,Springfield,22151,Membership,0291310,Northern Virginia,4,Fairfax County
029,510126000560,1820,Riverside Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22309,Membership,0291820,Northern Virginia,4,Fairfax County
029,510126000561,1960,Robinson Secondary,07,12,Public school - Regular,High,Fairfax,22032,Membership,0291960,Northern Virginia,4,Fairfax County
029,510126001841,0300,Rocky Run Middle,07,08,Public school - Regular,Middle,Chantilly,20151,Membership,0290300,Northern Virginia,4,Fairfax County
029,510126000562,1770,Rolling Valley Elementary,PK,06,Public school - Regular,Elementary,Springfield,22152,Membership,0291770,Northern Virginia,4,Fairfax County
029,510126000563,0950,Rose Hill Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22310,Membership,0290950,Northern Virginia,4,Fairfax County
029,510126000474,1300,Sandburg Middle,07,08,Public school - Regular,Middle,Alexandria,22308,Membership,0291300,Northern Virginia,4,Fairfax County
029,510126002119,2030,Sangster Elementary,PK,06,Public school - Regular,Elementary,Springfield,22153,Membership,0292030,Northern Virginia,4,Fairfax County
029,510126002144,2040,Saratoga Elementary,PK,06,Public school - Regular,Elementary,Springfield,22153,Membership,0292040,Northern Virginia,4,Fairfax County
029,510126000477,0080,Sherman Elementary,PK,06,Public school - Regular,Elementary,McLean,22101,Membership,0290080,Northern Virginia,4,Fairfax County
029,510126000564,1660,Shrevewood Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22043,Membership,0291660,Northern Virginia,4,Fairfax County
029,510126002115,1680,Silverbrook Elementary,PK,06,Public school - Regular,Elementary,Fairfax Station,22039,Membership,0291680,Northern Virginia,4,Fairfax County
029,510126000565,0710,Sleepy Hollow Elementary,PK,05,Public school - Regular,Elementary,Falls Church,22044,Membership,0290710,Northern Virginia,4,Fairfax County
029,510126002436,2241,South County High,09,12,Public school - Regular,High,Lorton,22079,Membership,0292241,Northern Virginia,4,Fairfax County
029,510126002871,2420,South County Middle,07,08,Public school - Regular,Middle,Lorton,22079,Membership,0292420,Northern Virginia,4,Fairfax County
029,510126000566,1990,South Lakes High,09,12,Public school - Regular,High,Reston,20191,Membership,0291990,Northern Virginia,4,Fairfax County
029,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0298888,Northern Virginia,4,Fairfax County
029,510126000567,1620,Spring Hill Elementary,PK,06,Public school - Regular,Elementary,McLean,22102,Membership,0291620,Northern Virginia,4,Fairfax County
029,510126000568,0960,Springfield Estates Elementary,PK,06,Public school - Regular,Elementary,Springfield,22150,Membership,0290960,Northern Virginia,4,Fairfax County
029,510126000569,1380,Stenwood Elementary,PK,06,Public school - Regular,Elementary,Vienna,22180,Membership,0291380,Northern Virginia,4,Fairfax County
029,510126000086,2070,Stone Middle,07,08,Public school - Regular,Middle,Centreville,20120,Membership,0292070,Northern Virginia,4,Fairfax County
029,510126000570,1350,Stratford Landing Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22308,Membership,0291350,Northern Virginia,4,Fairfax County
029,510126000571,0280,Sunrise Valley Elementary,PK,06,Public school - Regular,Elementary,Reston,20191,Membership,0290280,Northern Virginia,4,Fairfax County
029,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0299992,Northern Virginia,4,Fairfax County
029,510126001842,0170,Terra Centre Elementary,PK,06,Public school - Regular,Elementary,Burke,22015,Membership,0290170,Northern Virginia,4,Fairfax County
029,510126000573,0250,Terraset Elementary,PK,06,Public school - Regular,Elementary,Reston,20191,Membership,0290250,Northern Virginia,4,Fairfax County
029,510126002034,1371,Thomas Jefferson High for Science and Technology,09,12,Public school - Governors,High,Alexandria,22312,Membership,0291371,Northern Virginia,4,Fairfax County
029,510126000574,1140,Thoreau Middle,07,08,Public school - Regular,Middle,Vienna,22180,Membership,0291140,Northern Virginia,4,Fairfax County
029,510126000575,0830,Timber Lane Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22046,Membership,0290830,Northern Virginia,4,Fairfax County
029,510126000576,1160,Twain Middle,07,08,Public school - Regular,Middle,Alexandria,22310,Membership,0291160,Northern Virginia,4,Fairfax County
029,510126002060,1540,Union Mill Elementary,PK,06,Public school - Regular,Elementary,Clifton,20124,Membership,0291540,Northern Virginia,4,Fairfax County
029,510126000577,0120,Vienna Elementary,PK,06,Public school - Regular,Elementary,Vienna,22180,Membership,0290120,Northern Virginia,4,Fairfax County
029,510126002819,2252,Virginia Hills Early Childhood Resource Center,PK,PK,Public school - Preschool,Prekindergarten,Alexandria,22310,Membership,0292252,Northern Virginia,4,Fairfax County
029,510126002146,2050,Virginia Run Elementary,PK,06,Public school - Regular,Elementary,Centreville,20120,Membership,0292050,Northern Virginia,4,Fairfax County
029,510126000580,0850,Wakefield Forest Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22032,Membership,0290850,Northern Virginia,4,Fairfax County
029,510126000088,2100,Waples Mill Elementary,PK,06,Public school - Regular,Elementary,Oakton,22124,Membership,0292100,Northern Virginia,4,Fairfax County
029,510126000582,1320,Washington Mill Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22309,Membership,0291320,Northern Virginia,4,Fairfax County
029,510126000583,1080,Waynewood Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22308,Membership,0291080,Northern Virginia,4,Fairfax County
029,510126000489,0900,West Potomac High,09,12,Public school - Regular,High,Alexandria,22307,Membership,0290900,Northern Virginia,4,Fairfax County
029,510126002945,2455,West Potomac High School Academy,NA,NA,Public center - Career and Technical Ed.,NA,Alexandria,22307,Non-Membership,0292455,Northern Virginia,4,Fairfax County
029,510126000584,1430,West Springfield Elementary,PK,06,Public school - Regular,Elementary,Springfield,22152,Membership,0291430,Northern Virginia,4,Fairfax County
029,510126000585,1610,West Springfield High,09,12,Public school - Regular,High,Springfield,22152,Membership,0291610,Northern Virginia,4,Fairfax County
029,510126000586,1580,Westbriar Elementary,PK,06,Public school - Regular,Elementary,Vienna,22182,Membership,0291580,Northern Virginia,4,Fairfax County
029,510126002529,2228,Westfield High,09,12,Public school - Regular,High,Chantilly,20151,Membership,0292228,Northern Virginia,4,Fairfax County
029,510126000587,1670,Westgate Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22043,Membership,0291670,Northern Virginia,4,Fairfax County
029,510126000588,0580,Westlawn Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22042,Membership,0290580,Northern Virginia,4,Fairfax County
029,510126000590,0520,Weyanoke Elementary,PK,05,Public school - Regular,Elementary,Alexandria,22312,Membership,0290520,Northern Virginia,4,Fairfax County
029,510126001843,0400,White Oaks Elementary,PK,06,Public school - Regular,Elementary,Burke,22015,Membership,0290400,Northern Virginia,4,Fairfax County
029,510126000475,1550,Whitman Middle,07,08,Public school - Regular,Middle,Alexandria,22306,Membership,0291550,Northern Virginia,4,Fairfax County
029,510126002147,2060,Willow Springs Elementary,PK,06,Public school - Regular,Elementary,Fairfax,22030,Membership,0292060,Northern Virginia,4,Fairfax County
029,510126000594,1810,Wolftrap Elementary,PK,06,Public school - Regular,Elementary,Vienna,22182,Membership,0291810,Northern Virginia,4,Fairfax County
029,510126000597,0650,Woodburn Elementary,PK,06,Public school - Regular,Elementary,Falls Church,22042,Membership,0290650,Northern Virginia,4,Fairfax County
029,510126000598,0380,Woodlawn Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22309,Membership,0290380,Northern Virginia,4,Fairfax County
029,510126000599,0590,Woodley Hills Elementary,PK,06,Public school - Regular,Elementary,Alexandria,22309,Membership,0290590,Northern Virginia,4,Fairfax County
029,510126000600,1260,Woodson High,09,12,Public school - Regular,High,Fairfax,22031,Membership,0291260,Northern Virginia,4,Fairfax County
109,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1099990,Northern Virginia,4,Falls Church City
109,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1099991,Northern Virginia,4,Falls Church City
109,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1099999,Northern Virginia,4,Falls Church City
109,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1099998,Northern Virginia,4,Falls Church City
109,510129002971,0270,Jessie Thackrey Preschool,PK,PK,Public school - Preschool,Prekindergarten,Falls Church,22046,Membership,1090270,Northern Virginia,4,Falls Church City
109,510129000284,0252,Mary Ellen Henderson Middle School,06,08,Public school - Regular,Middle,Falls Church,22043,Membership,1090252,Northern Virginia,4,Falls Church City
109,510129000283,0251,Meridian High School,09,12,Public school - Regular,High,Falls Church,22043,Membership,1090251,Northern Virginia,4,Falls Church City
109,510129002204,0240,Mount Daniel Elementary School,KG,02,Public school - Regular,Elementary,Falls Church,22046,Membership,1090240,Northern Virginia,4,Falls Church City
109,510129001844,0260,Oak Street Elementary School,03,05,Public school - Regular,Elementary,Falls Church,22046,Membership,1090260,Northern Virginia,4,Falls Church City
109,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,1098888,Northern Virginia,4,Falls Church City
109,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1099992,Northern Virginia,4,Falls Church City
030,510132002186,0703,Alternative Education Center,NA,NA,Public center - Alternative,NA,Midland,22728,Non-Membership,0300703,Northern Virginia,4,Fauquier County
030,510132002409,0854,Auburn Middle,06,08,Public school - Regular,Middle,Warrenton,20187,Membership,0300854,Northern Virginia,4,Fauquier County
030,510132002185,0460,C. Hunter Ritchie Elementary,PK,05,Public school - Regular,Elementary,New Baltimore,20187,Membership,0300460,Northern Virginia,4,Fauquier County
030,510132000604,0730,C.M. Bradley Elementary,PK,05,Public school - Regular,Elementary,Warrenton,20186,Membership,0300730,Northern Virginia,4,Fauquier County
030,510132000605,0520,Cedar Lee Middle,06,08,Public school - Regular,Middle,Bealeton,22712,Membership,0300520,Northern Virginia,4,Fauquier County
030,510132000610,0120,Claude Thompson Elementary,PK,05,Public school - Regular,Elementary,Marshall,20115,Membership,0300120,Northern Virginia,4,Fauquier County
030,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0309990,Northern Virginia,4,Fauquier County
030,510132000607,0701,Fauquier High,09,12,Public school - Regular,High,Warrenton,20186,Membership,0300701,Northern Virginia,4,Fauquier County
030,510132002184,0450,Grace Miller Elementary,PK,05,Public school - Regular,Elementary,Bealeton,22712,Membership,0300450,Northern Virginia,4,Fauquier County
030,510132002786,0511,Greenville Elementary,PK,05,Public school - Regular,Elementary,Nokesville,20181,Membership,0300511,Northern Virginia,4,Fauquier County
030,510132000608,0750,H.M. Pearson Elementary,PK,05,Public school - Regular,Elementary,Catlett,20119,Membership,0300750,Northern Virginia,4,Fauquier County
030,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0309991,Northern Virginia,4,Fauquier County
030,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0309999,Northern Virginia,4,Fauquier County
030,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0309998,Northern Virginia,4,Fauquier County
030,510132002533,0853,James G. Brumfield Elementary,PK,05,Public school - Regular,Elementary,Warrenton,20186,Membership,0300853,Northern Virginia,4,Fauquier County
030,510132002785,0510,Kettle Run High,09,12,Public school - Regular,High,Nokesville,20181,Membership,0300510,Northern Virginia,4,Fauquier County
030,510132000854,0851,Liberty High,09,12,Public school - Regular,High,Bealeton,22712,Membership,0300851,Northern Virginia,4,Fauquier County
030,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Midland,22728,Membership,0309997,Northern Virginia,4,Fauquier County
030,510132000612,0530,Margaret M. Pierce Elementary,PK,05,Public school - Regular,Elementary,Remington,22734,Membership,0300530,Northern Virginia,4,Fauquier County
030,510132000609,0010,Marshall Middle,06,08,Public school - Regular,Middle,Marshall,20115,Membership,0300010,Northern Virginia,4,Fauquier County
030,510132001846,0020,Mary Walter Elementary,PK,05,Public school - Regular,Elementary,Bealeton,22712,Membership,0300020,Northern Virginia,4,Fauquier County
030,510132000611,0720,P.B. Smith Elementary,PK,05,Public school - Regular,Elementary,Warrenton,20187,Membership,0300720,Northern Virginia,4,Fauquier County
030,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0308888,Northern Virginia,4,Fauquier County
030,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0309992,Northern Virginia,4,Fauquier County
030,510132000614,0670,W.C. Taylor Middle,06,08,Public school - Regular,Middle,Warrenton,20186,Membership,0300670,Northern Virginia,4,Fauquier County
030,510132000615,0740,W.G. Coleman Elementary,PK,05,Public school - Regular,Elementary,Marshall,20116,Membership,0300740,Northern Virginia,4,Fauquier County
031,510135000617,0090,Check Elementary,PK,07,Public school - Regular,Elementary,Check,24072,Membership,0310090,Western Virginia,6,Floyd County
031,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0319990,Western Virginia,6,Floyd County
031,510135000618,0660,Floyd County High,08,12,Public school - Regular,High,Floyd,24091,Membership,0310660,Western Virginia,6,Floyd County
031,510135000619,0360,Floyd Elementary,PK,07,Public school - Regular,Elementary,Floyd,24091,Membership,0310360,Western Virginia,6,Floyd County
031,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0319991,Western Virginia,6,Floyd County
031,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0319999,Western Virginia,6,Floyd County
031,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0319998,Western Virginia,6,Floyd County
031,510135000620,0650,Indian Valley Elementary,KG,07,Public school - Regular,Elementary,Radford,24141,Membership,0310650,Western Virginia,6,Floyd County
031,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0318888,Western Virginia,6,Floyd County
031,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0319992,Western Virginia,6,Floyd County
031,510135000621,0500,Willis Elementary,PK,07,Public school - Regular,Elementary,Willis,24380,Membership,0310500,Western Virginia,6,Floyd County
032,510138000622,0300,Carysbrook Elementary,03,04,Public school - Regular,Elementary,Fork Union,23055,Membership,0320300,Valley,5,Fluvanna County
032,510138002868,0310,Central Elementary,PK,02,Public school - Regular,Elementary,Palmyra,22963,Membership,0320310,Valley,5,Fluvanna County
032,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0329990,Valley,5,Fluvanna County
032,510138000625,0260,Fluvanna County High,08,12,Public school - Regular,High,Palmyra,22963,Membership,0320260,Valley,5,Fluvanna County
032,510138000089,0320,Fluvanna Middle,05,07,Public school - Regular,Middle,Palmyra,22963,Membership,0320320,Valley,5,Fluvanna County
